
Suffix,Effective Date,Transaction Description,Amount,Withheld,Balance
9 - CHECKING,04/01/2014,Purchase: KCO86480 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****3421 04/01/2014,-15.65,0.00,3496.00
9 - CHECKING,04/01/2014,Purchase: 023 PIZZA HUT 316903169190 LAMBERTVILLE MI Card: ****3421 03/31/2014,-13.78,0.00,3511.65
9 - CHECKING,04/01/2014,Purchase: 49559002 MCDONALDS F362 3138 SECOR RD TOLEDO OH Card: ****3421 04/01/2014,-5.45,0.00,3525.43
9 - CHECKING,03/31/2014,Deposit Dividend Annual Percentage Yield 0.05% Annual Percentage Yield Earned 0.05% (03/01/2014 - 03/31/2014),0.09,0.00,3530.88
9 - CHECKING,03/31/2014,Purchase: 99999999 BARNES & NOBLE #2591 TOLEDO OH Card: ****9706 03/30/2014,-18.12,0.00,3530.79
9 - CHECKING,03/31/2014,Purchase: KCO51186 KROGER 4925 JACKMAN RD TOLEDO OH Card: ****3421 03/31/2014,-26.01,0.00,3548.91
9 - CHECKING,03/31/2014,Purchase: KCO51150 KROGER 4925 JACKMAN RD TOLEDO OH Card: ****3421 03/31/2014,-35.00,0.00,3574.92
9 - CHECKING,03/31/2014,Purchase: KC651100 KROGER 4925 JACKMAN RD TOLEDO OH Card: ****3421 03/31/2014,-57.28,0.00,3609.92
9 - CHECKING,03/31/2014,Withdrawal Check # 6136 Trace: 90091428,-214.70,0.00,3667.20
9 - CHECKING,03/31/2014,Deposit Payroll-PAY *****1946,2231.18,0.00,3881.90
9 - CHECKING,03/29/2014,Purchase: KCO86407 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/29/2014,-29.79,0.00,1650.72
9 - CHECKING,03/28/2014,Purchase: 99999999 MANCINOS PIZZA & GRIND TEMPERANCE MI Card: ****3421 03/27/2014,-18.04,0.00,1680.51
9 - CHECKING,03/28/2014,Purchase: 001 LOWES #1659 1136 WEST ALEXIS R TOLEDO OH Card: ****3421 03/28/2014,-19.65,0.00,1698.55
9 - CHECKING,03/27/2014,Purchase: 001 LOWES #1659 1136 WEST ALEXIS R TOLEDO OH Card: ****3421 03/27/2014,-55.53,0.00,1718.20
9 - CHECKING,03/24/2014,Purchase: 06220078 TARGET T0622 TOLED Toledo OH Card: ****9706 03/24/2014,-41.73,0.00,1773.73
9 - CHECKING,03/23/2014,Purchase: 023 PIZZA HUT 316903169190 LAMBERTVILLE MI Card: ****3421 03/21/2014,-12.72,0.00,1815.46
9 - CHECKING,03/23/2014,Purchase: KCO51181 KROGER 4925 JACKMAN RD TOLEDO OH Card: ****3421 03/23/2014,-23.57,0.00,1828.18
9 - CHECKING,03/22/2014,Purchase: KCO51118 KROGER 4925 JACKMAN RD TOLEDO OH Card: ****9706 03/22/2014,-28.28,0.00,1851.75
9 - CHECKING,03/22/2014,Purchase: 99999999 FLICKS PACKAGE LIQUOR LAMBERTVILLE MI Card: ****3421 03/21/2014,-36.87,0.00,1880.03
9 - CHECKING,03/21/2014,Withdrawal BP SOUTH CENTRAL-BILL PMT TRAN#83,-104.38,0.00,1916.90
9 - CHECKING,03/20/2014,Purchase: 99999999 PARTY CITY #609 TOLEDO OH Card: ****9706 03/19/2014,-47.03,0.00,2021.28
9 - CHECKING,03/20/2014,Purchase: 06220078 TARGET T0622 TOLED Toledo OH Card: ****3421 03/20/2014,-104.82,0.00,2068.31
9 - CHECKING,03/20/2014,Withdrawal CONSUMERS ENERGY-ENERGYBILL ********5382,-178.00,0.00,2173.13
9 - CHECKING,03/19/2014,Withdrawal ATT-Payment *****2011EPAYI,-186.80,0.00,2351.13
9 - CHECKING,03/18/2014,Purchase: 47730402 MCDONALDS M2089 OF OH 831 W ALEXIS RD TOLEDO OH Card: ****3421 03/18/2014,-7.48,0.00,2537.93
9 - CHECKING,03/18/2014,Withdrawal HUNTINGTON BANKS-IL PAYMENT *******7065,-191.18,0.00,2545.41
9 - CHECKING,03/17/2014,Withdrawal SALLIE MAE-SLMA DEBIT **********1001F,-138.36,0.00,2736.59
9 - CHECKING,03/15/2014,Purchase: 50170315 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****9706 03/15/2014,-185.10,0.00,2874.95
9 - CHECKING,03/15/2014,Purchase: KCO86410 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/15/2014,-84.55,0.00,3060.05
9 - CHECKING,03/14/2014,Purchase: 18347214 MICH SOS ONLINE TRANS 517-2418816 IA Card: ****9706 03/13/2014,-20.00,0.00,3144.60
9 - CHECKING,03/14/2014,Deposit Payroll-PAY *****1946,2231.18,0.00,3164.60
9 - CHECKING,03/13/2014,Purchase: 6110 UDDER COVERS 08017662290 UT Card: ****9706 03/12/2014,-16.90,0.00,933.42
9 - CHECKING,03/13/2014,Purchase: 2667 BABY LEGGINGS 08017662290 UT Card: ****9706 03/12/2014,-12.95,0.00,950.32
9 - CHECKING,03/13/2014,Deposit PAYPAL-TRANSFER 49KJ27W7DUWD6,55.00,0.00,963.27
9 - CHECKING,03/12/2014,Withdrawal Check # 6135 Trace: 90358392,-90.00,0.00,908.27
9 - CHECKING,03/12/2014,Purchase: 6066 MILK BANDS LLC 08017662290 UT Card: ****9706 03/11/2014,-15.45,0.00,998.27
9 - CHECKING,03/11/2014,Withdrawal: 00000101 AMAZON.COM SEATTLE WA Card: ****9706 03/11/2014,-5.23,0.00,1013.72
9 - CHECKING,03/11/2014,Withdrawal Check # 6132 Trace: 90048358,-109.00,0.00,1018.95
9 - CHECKING,03/11/2014,Withdrawal Check # 6133 Trace: 90048356,-37.00,0.00,1127.95
9 - CHECKING,03/10/2014,Purchase: 023 PIZZA HUT 316903169190 LAMBERTVILLE MI Card: ****3421 03/09/2014,-12.72,0.00,1164.95
9 - CHECKING,03/10/2014,Withdrawal MICHIGAN GAS-ONLINE PMT CKF*****8221NEG,-198.60,0.00,1177.67
9 - CHECKING,03/09/2014,Purchase: 023 PIZZA HUT 316903169190 LAMBERTVILLE MI Card: ****3421 03/07/2014,-12.72,0.00,1376.27
9 - CHECKING,03/09/2014,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****3421 03/09/2014,-33.27,0.00,1388.99
9 - CHECKING,03/08/2014,Purchase: KCO51181 KROGER 4925 JACKMAN RD TOLEDO OH Card: ****3421 03/08/2014,-49.65,0.00,1422.26
9 - CHECKING,03/08/2014,Purchase: KC651100 KROGER 4925 JACKMAN RD TOLEDO OH Card: ****3421 03/08/2014,-60.65,0.00,1471.91
9 - CHECKING,03/08/2014,Purchase: 001 LOWES #1659 1136 WEST ALEXIS R TOLEDO OH Card: ****3421 03/08/2014,-26.75,0.00,1532.56
9 - CHECKING,03/07/2014,Withdrawal THE STUDENT LOAN-DSLCPYMNTS ***********5307,-120.58,0.00,1559.31
9 - CHECKING,03/06/2014,Withdrawal SALLIE MAE-SLMA DEBIT **********1002F,-57.92,0.00,1679.89
9 - CHECKING,03/04/2014,Withdrawal Check # 6127 Trace: 90124974,-100.00,0.00,1737.81
9 - CHECKING,03/04/2014,Withdrawal PROG MARATHON-INS PREM *****3490  GREGO,-197.29,0.00,1837.81
9 - CHECKING,03/04/2014,Withdrawal BP BRIAN KRABACH-BILL PMT TRAN#82,-1146.83,0.00,2035.10
9 - CHECKING,03/03/2014,Purchase: 001 LOWES #1659 1136 WEST ALEXIS R TOLEDO OH Card: ****3421 03/03/2014,-19.13,0.00,3181.93
9 - CHECKING,03/03/2014,Withdrawal Check # 6131 Trace: 90231686,-30.00,0.00,3201.06
9 - CHECKING,03/03/2014,Purchase: 99999999 Sweet Cheeks Modern Na SYLVANIA OH Card: ****9706 03/01/2014,-16.00,0.00,3231.06
9 - CHECKING,03/03/2014,Purchase: LK757257 KIDS STOP  THE TOLEDO OH Card: ****9706 03/01/2014,-36.63,0.00,3247.06
9 - CHECKING,03/01/2014,Purchase: KCO86409 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/01/2014,-58.84,0.00,3283.69
9 - CHECKING,03/01/2014,Purchase: 10170301 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****3421 03/01/2014,-216.83,0.00,3342.53
9 - CHECKING,03/01/2014,Purchase: 99100711 COSTCO WHSE #1007 3405 W CENTRAL AVE TOLEDO OH Card: ****3421 03/01/2014,-149.86,0.00,3559.36
9 - CHECKING,02/28/2014,Deposit Dividend Annual Percentage Yield 0.05% Annual Percentage Yield Earned 0.05% (02/01/2014 - 02/28/2014),0.08,0.00,3709.22
9 - CHECKING,02/28/2014,Deposit Payroll-PAY *****1946,2231.18,0.00,3709.14
9 - CHECKING,02/28/2014,Purchase: LK805972 RED ROBIN TOLEDO TOLEDO OH Card: ****3421 02/27/2014,-53.19,0.00,1477.96
9 - CHECKING,02/27/2014,Withdrawal Check # 6134 Trace: 90133108,-5.00,0.00,1531.15
9 - CHECKING,02/26/2014,Purchase: 023 PIZZA HUT 316903169190 LAMBERTVILLE MI Card: ****3421 02/25/2014,-22.26,0.00,1536.15
9 - CHECKING,02/26/2014,Purchase: KCO81083 KROGER 833 ALEXIS RD TOLEDO OH Card: ****3421 02/26/2014,-13.97,0.00,1558.41
9 - CHECKING,02/24/2014,Withdrawal Check # 6130 Trace: 90087176,-20.00,0.00,1572.38
9 - CHECKING,02/23/2014,Purchase: KCO51117 KROGER 4925 JACKMAN RD TOLEDO OH Card: ****3421 02/23/2014,-39.21,0.00,1592.38
9 - CHECKING,02/22/2014,Purchase: KCO86482 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****3421 02/22/2014,-30.51,0.00,1631.59
9 - CHECKING,02/22/2014,Purchase: 99999999 MCDONALDS M2089 OF TOLEDO OH Card: ****3421 02/20/2014,-7.48,0.00,1662.10
9 - CHECKING,02/21/2014,Purchase: 99999999 MANCINOS PIZZA & GRIND TEMPERANCE MI Card: ****3421 02/20/2014,-18.04,0.00,1669.58
9 - CHECKING,02/21/2014,Withdrawal BP SOUTH CENTRAL-BILL PMT TRAN#81,-104.38,0.00,1687.62
9 - CHECKING,02/21/2014,Purchase: 99999999 KROGER FUEL #6810 TOLEDO OH Card: ****3421 02/20/2014,-55.80,0.00,1792.00
9 - CHECKING,02/20/2014,Purchase: 001 LOWES #1659 1136 WEST ALEXIS R TOLEDO OH Card: ****3421 02/20/2014,-211.82,0.00,1847.80
9 - CHECKING,02/19/2014,Withdrawal Check # 6129 Trace: 90425892,-86.75,0.00,2059.62
9 - CHECKING,02/19/2014,Purchase: 5480 MSFT *ACCOUNT 08006427676 WA Card: ****3421 02/18/2014,-0.50,0.00,2146.37
9 - CHECKING,02/19/2014,Withdrawal ATT-Payment *****3011EPAYH,-149.64,0.00,2146.87
9 - CHECKING,02/18/2014,Withdrawal SALLIE MAE-SLMA DEBIT **********1001F,-138.36,0.00,2296.51
9 - CHECKING,02/18/2014,Withdrawal HUNTINGTON BANKS-IL PAYMENT *******7065,-191.18,0.00,2434.87
9 - CHECKING,02/18/2014,Withdrawal CONSUMERS ENERGY-ENERGYBILL ********5382,-178.00,0.00,2626.05
9 - CHECKING,02/18/2014,Withdrawal CHASE-EPAY ******4199 (S),-453.54,0.00,2804.05
9 - CHECKING,02/17/2014,Purchase: KCO81083 KROGER 833 ALEXIS RD TOLEDO OH Card: ****3421 02/17/2014,-22.01,0.00,3257.59
9 - CHECKING,02/17/2014,Purchase: 06220080 TARGET T0622 TOLED Toledo OH Card: ****3421 02/17/2014,-41.70,0.00,3279.60
9 - CHECKING,02/14/2014,Deposit Payroll-PAY *****1946,2231.18,0.00,3321.30
9 - CHECKING,02/13/2014,Purchase: 99999999 MANCINOS PIZZA & GRIND TEMPERANCE MI Card: ****3421 02/12/2014,-18.04,0.00,1090.12
9 - CHECKING,02/13/2014,Purchase: KCO86415 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 02/13/2014,-76.91,0.00,1108.16
9 - CHECKING,02/13/2014,Purchase: 001 SUBWAY 00155366 TEMPERANCE MI Card: ****3421 02/12/2014,-8.96,0.00,1185.07
9 - CHECKING,02/12/2014,Purchase: 30407397 USPS 259190018 8149 LEWIS AVE TEMPERANCE MI Card: ****3421 02/12/2014,-10.50,0.00,1194.03
9 - CHECKING,02/11/2014,Purchase: KCO81081 KROGER 833 ALEXIS RD TOLEDO OH Card: ****3421 02/11/2014,-8.02,0.00,1204.53
9 - CHECKING,02/10/2014,Transfer To ****3610-1 4,-32.00,0.00,1212.55
9 - CHECKING,02/10/2014,Transfer To ****3610-1 1,-100.00,0.00,1244.55
9 - CHECKING,02/10/2014,Purchase: KCO81083 KROGER 833 ALEXIS RD TOLEDO OH Card: ****3421 02/10/2014,-22.62,0.00,1344.55
9 - CHECKING,02/10/2014,Withdrawal Check # 6126 Trace: 90451664,-90.00,0.00,1367.17
9 - CHECKING,02/09/2014,Purchase: 023 PIZZA HUT 316903169190 LAMBERTVILLE MI Card: ****3421 02/07/2014,-12.72,0.00,1457.17
9 - CHECKING,02/07/2014,Purchase: 30409098 USPS 255240014 8213 SECOR LAMBERTVILLE MI Card: ****3421 02/07/2014,-19.28,0.00,1469.89
9 - CHECKING,02/07/2014,Withdrawal THE STUDENT LOAN-DSLCPYMNTS ***********5307,-120.58,0.00,1489.17
9 - CHECKING,02/07/2014,Purchase: 99999999 WENDYS #4511 TOLEDO OH Card: ****3421 02/06/2014,-6.18,0.00,1609.75
9 - CHECKING,02/06/2014,Withdrawal ,-150.00,0.00,1615.93
9 - CHECKING,02/06/2014,Deposit ,75.00,0.00,1765.93
9 - CHECKING,02/06/2014,Withdrawal SALLIE MAE-SLMA DEBIT **********1002F,-57.92,0.00,1690.93
9 - CHECKING,02/06/2014,Withdrawal MICHIGAN GAS-ONLINE PMT CKF*****1589NEG,-107.76,0.00,1748.85
9 - CHECKING,02/04/2014,Withdrawal PROG MARATHON-INS PREM *****3490  GREGO,-191.87,0.00,1856.61
9 - CHECKING,02/04/2014,Withdrawal BP BRIAN KRABACH-BILL PMT TRAN#80,-1146.83,0.00,2048.48
9 - CHECKING,02/03/2014,Purchase: 50160203 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****9706 02/03/2014,-137.85,0.00,3195.31
9 - CHECKING,02/03/2014,Withdrawal Check # 6123 Trace: 90220318,-53.00,0.00,3333.16
9 - CHECKING,01/31/2014,Deposit Dividend Annual Percentage Yield 0.05% Annual Percentage Yield Earned 0.05% (01/01/2014 - 01/31/2014),0.08,0.00,3386.16
9 - CHECKING,01/31/2014,Deposit Payroll-PAY *****1946,2132.67,0.00,3386.08
9 - CHECKING,01/29/2014,Withdrawal ATT-Payment *****5001MYW9G,-143.75,0.00,1253.41
9 - CHECKING,01/22/2014,Withdrawal Check # 6124 Trace: 90636656,-90.00,0.00,1397.16
9 - CHECKING,01/22/2014,Withdrawal CHASE-EPAY ******1771 (S),-733.86,0.00,1487.16
9 - CHECKING,01/22/2014,Withdrawal BP SOUTH CENTRAL-BILL PMT TRAN#79,-104.38,0.00,2221.02
9 - CHECKING,01/21/2014,Withdrawal Check # 6120 Trace: 90089770,-100.00,0.00,2325.40
9 - CHECKING,01/21/2014,Withdrawal HUNTINGTON BANKS-IL PAYMENT *******7065,-191.18,0.00,2425.40
9 - CHECKING,01/18/2014,Transfer To ****3610-1 5300,-203.65,0.00,2616.58
9 - CHECKING,01/17/2014,Withdrawal Check # 6122 Trace: 90088166,-68.72,0.00,2820.23
9 - CHECKING,01/17/2014,Withdrawal CONSUMERS ENERGY-ENERGYBILL ********5382,-178.00,0.00,2888.95
9 - CHECKING,01/15/2014,Withdrawal Check # 6121 Trace: 90167640,-78.80,0.00,3066.95
9 - CHECKING,01/15/2014,Deposit ,1700.00,0.00,3145.75
9 - CHECKING,01/15/2014,Withdrawal SALLIE MAE-SLMA DEBIT **********1001F,-138.36,0.00,1445.75
9 - CHECKING,01/07/2014,Withdrawal THE STUDENT LOAN-DSLCPYMNTS ***********5307,-120.58,0.00,1584.11
9 - CHECKING,01/06/2014,Withdrawal SALLIE MAE-SLMA DEBIT **********1002F,-57.92,0.00,1704.69
9 - CHECKING,01/06/2014,Withdrawal MICHIGAN GAS-ONLINE PMT CKF*****6762NEG,-99.49,0.00,1762.61
9 - CHECKING,01/03/2014,Withdrawal PROG MARATHON-INS PREM *****3490  GREGO,-191.96,0.00,1862.10
9 - CHECKING,01/03/2014,Withdrawal BP BRIAN KRABACH-BILL PMT TRAN#78,-1146.83,0.00,2054.06
9 - CHECKING,01/02/2014,Deposit ,1850.41,0.00,3200.89
9 - CHECKING,12/31/2013,Deposit Dividend Annual Percentage Yield 0.05% Annual Percentage Yield Earned 0.05% (12/01/2013 - 12/31/2013),0.06,0.00,1350.48
9 - CHECKING,12/24/2013,Purchase: 60251224 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****9706 12/24/2013,-58.83,0.00,1350.42
9 - CHECKING,12/23/2013,Withdrawal BP SOUTH CENTRAL-BILL PMT TRAN#77,-104.38,0.00,1409.25
9 - CHECKING,12/23/2013,Purchase: 99999999 NETFLIX.COM NETFLIX.COM CA Card: ****0544 12/21/2013,-7.99,0.00,1513.63
9 - CHECKING,12/23/2013,Purchase: LK159853 KARATEDEPOT.COM GARNERVILLE NY Card: ****0544 12/21/2013,-14.85,0.00,1521.62
9 - CHECKING,12/21/2013,Purchase: 0001 THINKGEEK INC 08884335788 VA Card: ****0544 12/20/2013,-14.99,0.00,1536.47
9 - CHECKING,12/19/2013,Purchase: 30409097 USPS 255240014 8213 SECOR LAMBERTVILLE MI Card: ****9706 12/19/2013,-26.12,0.00,1551.46
9 - CHECKING,12/19/2013,Purchase: 0059 AT&T*BILL PAYMENT 08003310500 TX Card: ****0544 12/18/2013,-143.96,0.00,1577.58
9 - CHECKING,12/18/2013,Withdrawal HUNTINGTON BANKS-IL PAYMENT *******7065,-191.18,0.00,1721.54
9 - CHECKING,12/18/2013,Purchase: 4600 BDS MONGOLIAN GRILL TOLEDO OH Card: ****0544 12/16/2013,-42.70,0.00,1912.72
9 - CHECKING,12/17/2013,Purchase: 00186890 TOYS R US TOLEDO OH Card: ****0544 12/17/2013,-27.79,0.00,1955.42
9 - CHECKING,12/17/2013,Purchase: 06220082 TARGET T0622 TOLED Toledo OH Card: ****9706 12/17/2013,-23.52,0.00,1983.21
9 - CHECKING,12/17/2013,Purchase: 06220076 TARGET T0622 TOLED Toledo OH Card: ****0544 12/17/2013,-58.82,0.00,2006.73
9 - CHECKING,12/17/2013,Purchase: 39084301 GAMESTOP #4843 821 W ALEXIS RD ST TOLEDO OH Card: ****9706 12/17/2013,-53.48,0.00,2065.55
9 - CHECKING,12/17/2013,Purchase: 0001 THINKGEEK INC 08884335788 VA Card: ****9706 12/16/2013,-31.47,0.00,2119.03
9 - CHECKING,12/17/2013,Withdrawal CONSUMERS ENERGY-ENERGYBILL ********5382,-178.00,0.00,2150.50
9 - CHECKING,12/17/2013,Withdrawal CHASE-EPAY ******6034 (S),-75.16,0.00,2328.50
9 - CHECKING,12/16/2013,Purchase: 023 PIZZA HUT 316903169190 LAMBERTVILLE MI Card: ****0544 12/15/2013,-12.72,0.00,2403.66
9 - CHECKING,12/16/2013,Purchase: KCO95786 KROGER 4533 MONROE ST. TOLEDO OH Card: ****0544 12/16/2013,-39.42,0.00,2416.38
9 - CHECKING,12/16/2013,Deposit ,1604.65,0.00,2455.80
9 - CHECKING,12/16/2013,Purchase: 99999999 TIM HORTONS#910872 MONROE MI Card: ****0544 12/15/2013,-3.29,0.00,851.15
9 - CHECKING,12/16/2013,Withdrawal SALLIE MAE-SLMA DEBIT **********1001F,-138.36,0.00,854.44
9 - CHECKING,12/16/2013,Purchase: LK283210 TIREMAN AUTO SERVI TOLEDO OH Card: ****0544 12/14/2013,-108.04,0.00,992.80
9 - CHECKING,12/15/2013,Purchase: KCO86480 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 12/15/2013,-9.99,0.00,1100.84
9 - CHECKING,12/14/2013,Purchase: 001 SUBWAY 00155366 TEMPERANCE MI Card: ****0544 12/13/2013,-8.32,0.00,1110.83
9 - CHECKING,12/14/2013,Purchase: 06220078 TARGET T0622 TOLED Toledo OH Card: ****0544 12/14/2013,-51.35,0.00,1119.15
9 - CHECKING,12/13/2013,Purchase: 9187 WERNERS CARD SHOP 12 L TOLEDO OH Card: ****9706 12/13/2013,-35.20,0.00,1170.50
9 - CHECKING,12/13/2013,Purchase: 20191213 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****0544 12/13/2013,-138.36,0.00,1205.70
9 - CHECKING,12/13/2013,Purchase: 20191213 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****0544 12/13/2013,-127.93,0.00,1344.06
9 - CHECKING,12/13/2013,Purchase: 99100711 COSTCO WHSE #1007 3405 W CENTRAL AVE TOLEDO OH Card: ****9706 12/13/2013,-149.52,0.00,1471.99
9 - CHECKING,12/12/2013,Purchase: 29592077 QI *CASA.COM 855-6872272 NJ Card: ****0544 12/11/2013,-33.98,0.00,1621.51
9 - CHECKING,12/11/2013,Purchase: 023 PIZZA HUT 316903169190 LAMBERTVILLE MI Card: ****0544 12/10/2013,-12.72,0.00,1655.49
9 - CHECKING,12/11/2013,Purchase: KCO86489 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 12/11/2013,-7.41,0.00,1668.21
9 - CHECKING,12/09/2013,Withdrawal THE STUDENT LOAN-DSLCPYMNTS ***********5307,-120.58,0.00,1675.62
9 - CHECKING,12/08/2013,Purchase: 99999999 THE NATURAL BABY CO BOZEMAN MT Card: ****0544 12/07/2013,-18.36,0.00,1796.20
9 - CHECKING,12/08/2013,Purchase: 58749000 RANDYS FARM MARKET AND TEMPERANCE MI Card: ****0544 12/07/2013,-36.03,0.00,1814.56
9 - CHECKING,12/08/2013,Purchase: 023 PIZZA HUT 316903169190 LAMBERTVILLE MI Card: ****0544 12/06/2013,-12.72,0.00,1850.59
9 - CHECKING,12/07/2013,Purchase: LK654855 SPEEDWAY 08610 TOL TOLEDO OH Card: ****0544 12/07/2013,-9.20,0.00,1863.31
9 - CHECKING,12/07/2013,Purchase: KC681000 KROGER 841 W. ALEXIS TOLEDO OH Card: ****0544 12/07/2013,-58.24,0.00,1872.51
9 - CHECKING,12/06/2013,Withdrawal SALLIE MAE-SLMA DEBIT **********1002F,-57.92,0.00,1930.75
