
Suffix,Effective Date,Transaction Description,Amount,Withheld,Balance
9 - CHECKING,03/30/2012,Purchase: LK654855 SPEEDWAY 08610 TOL TOLEDO OH Card: ****0544 03/30/2012,-24.21,0.00,2578.77
9 - CHECKING,03/30/2012,Purchase: KCO86484 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/30/2012,-29.37,0.00,2602.98
9 - CHECKING,03/30/2012,Purchase: 99999999 MCDONALDS M7335 OF LAMBERTVILLE MI Card: ****0544 03/29/2012,-8.98,0.00,2632.35
9 - CHECKING,03/30/2012,Withdrawal CHASE-EPAY ,-38.42,0.00,2641.33
9 - CHECKING,03/30/2012,Deposit SYSTEMS IN MOTIO-DIRECT DEP ********1245Z7U,2042.21,0.00,2679.75
9 - CHECKING,03/29/2012,Purchase: LK562519 LAMBERTVILLE D 8100 SECOR ROAD LAMBERTVILLE MI Card: ****0544 03/29/2012,-13.13,0.00,637.54
9 - CHECKING,03/28/2012,Purchase: KCO86481 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/28/2012,-4.80,0.00,650.67
9 - CHECKING,03/28/2012,Withdrawal Check # 1644 Trace: 92965096,-100.00,0.00,655.47
9 - CHECKING,03/28/2012,Purchase: KCO86482 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/28/2012,-4.09,0.00,755.47
9 - CHECKING,03/27/2012,Purchase: 99999999 PARTY CITY #609 TOLEDO OH Card: ****9706 03/26/2012,-76.06,0.00,759.56
9 - CHECKING,03/27/2012,Purchase: LK562519 LAMBERTVILLE D 8100 SECOR ROAD LAMBERTVILLE MI Card: ****0544 03/27/2012,-13.20,0.00,835.62
9 - CHECKING,03/27/2012,Purchase: 99999999 MCDONALDS M7335 OF LAMBERTVILLE MI Card: ****0544 03/25/2012,-3.79,0.00,848.82
9 - CHECKING,03/26/2012,Purchase: KCO86484 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/26/2012,-11.27,0.00,852.61
9 - CHECKING,03/26/2012,Withdrawal AES-STDNT LOAN ,-52.47,0.00,863.88
9 - CHECKING,03/25/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 03/25/2012,-41.84,0.00,916.35
9 - CHECKING,03/25/2012,Purchase: 00186890 TOYS R US 5820 ALEXIS ROAD TOLEDO OH Card: ****9706 03/25/2012,-87.47,0.00,958.19
9 - CHECKING,03/25/2012,Purchase: KCO86483 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/25/2012,-8.00,0.00,1045.66
9 - CHECKING,03/24/2012,Purchase: LK562519 LAMBERTVILLE D 8100 SECOR ROAD LAMBERTVILLE MI Card: ****0544 03/24/2012,-3.16,0.00,1053.66
9 - CHECKING,03/24/2012,Purchase: KCO86406 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/24/2012,-75.76,0.00,1056.82
9 - CHECKING,03/24/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 03/24/2012,-24.86,0.00,1132.58
9 - CHECKING,03/23/2012,Purchase: 99999999 TANGACOM 435-688-9595 AZ Card: ****0544 03/23/2012,-18.98,0.00,1157.44
9 - CHECKING,03/22/2012,Purchase: KCO86486 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/22/2012,-12.23,0.00,1176.42
9 - CHECKING,03/22/2012,Transfer To ****3610-1 5300,-13.80,0.00,1188.65
9 - CHECKING,03/22/2012,Purchase: 99999999 VIVINT RBS PROVO UT Card: ****0544 03/21/2012,-39.99,0.00,1202.45
9 - CHECKING,03/21/2012,Purchase: 010 PIZZA HUT 316603166204 LAMBERTVILLE MI Card: ****0544 03/20/2012,-10.60,0.00,1242.44
9 - CHECKING,03/21/2012,Purchase: 99999999 NETFLIX.COM NETFLIX.COM CA Card: ****0544 03/21/2012,-7.99,0.00,1253.04
9 - CHECKING,03/21/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 03/21/2012,-23.92,0.00,1261.03
9 - CHECKING,03/21/2012,Withdrawal BP SOUTH CENTRAL-BILL PMT ,-104.38,0.00,1284.95
9 - CHECKING,03/20/2012,Purchase: 00000001 GOODWILL INDUSTRIES OF ADRIAN MI Card: ****9706 03/19/2012,-18.23,0.00,1389.33
9 - CHECKING,03/20/2012,Purchase: KCO86481 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/20/2012,-4.04,0.00,1407.56
9 - CHECKING,03/20/2012,Purchase: 24547201 WAL-MART #5472 7000 EAST MICHIGAN SALINE MI Card: ****0544 03/20/2012,-3.16,0.00,1411.60
9 - CHECKING,03/20/2012,Withdrawal Check # 1643 Trace: 92990508,-8857.89,0.00,1414.76
9 - CHECKING,03/20/2012,Withdrawal CONSUMERS ENERGY-ENERGYBILL ,-189.00,0.00,10272.65
9 - CHECKING,03/19/2012,Purchase: 06220078 TARGET T0622 TOLED Toledo OH Card: ****9706 03/19/2012,-78.68,0.00,10461.65
9 - CHECKING,03/19/2012,Purchase: 0059 ATTM *188006145717 08003310500 TX Card: ****0544 03/18/2012,-142.01,0.00,10540.33
9 - CHECKING,03/19/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 03/19/2012,-23.83,0.00,10682.34
9 - CHECKING,03/19/2012,Purchase: 99999999 BUCKEYE CABLESYSTEM 419-724-9800 OH Card: ****0544 03/17/2012,-101.14,0.00,10706.17
9 - CHECKING,03/18/2012,Purchase: KCO86403 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/18/2012,-8.00,0.00,10807.31
9 - CHECKING,03/17/2012,Purchase: KCO86405 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/17/2012,-65.08,0.00,10815.31
9 - CHECKING,03/17/2012,Purchase: LK126636 TIFFANYS PIZZA CO LAMBERTVILLE MI Card: ****0544 03/16/2012,-14.82,0.00,10880.39
9 - CHECKING,03/16/2012,Purchase: KCO86403 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/16/2012,-9.07,0.00,10895.21
9 - CHECKING,03/16/2012,Purchase: KCO86483 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/16/2012,-5.00,0.00,10904.28
9 - CHECKING,03/15/2012,Purchase: 99999999 MCDONALDS F13841 ANN ARBOR MI Card: ****0544 03/14/2012,-6.14,0.00,10909.28
9 - CHECKING,03/15/2012,Withdrawal AES-STDNT LOAN ,-138.36,0.00,10915.42
9 - CHECKING,03/15/2012,Deposit SYSTEMS IN MOTIO-DIRECT DEP ********6951Z7U,2042.20,0.00,11053.78
9 - CHECKING,03/15/2012,Purchase: 99999999 MCDONALDS F13841 ANN ARBOR MI Card: ****0544 03/13/2012,-6.14,0.00,9011.58
9 - CHECKING,03/14/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 03/14/2012,-22.05,0.00,9017.72
9 - CHECKING,03/14/2012,Purchase: 99999999 MCDONALDS F13841 ANN ARBOR MI Card: ****0544 03/12/2012,-6.14,0.00,9039.77
9 - CHECKING,03/13/2012,Withdrawal Check # 1642 Trace: 90877084,-1150.00,0.00,9045.91
9 - CHECKING,03/13/2012,Deposit ,8788.69,0.00,10195.91
9 - CHECKING,03/13/2012,Withdrawal CHASE-EPAY ,-733.27,0.00,1407.22
9 - CHECKING,03/12/2012,Transfer To ****3610-1 5300,-2.00,0.00,2140.49
9 - CHECKING,03/12/2012,Transfer From ****3610-1 3,800.00,0.00,2142.49
9 - CHECKING,03/12/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 03/12/2012,-23.99,0.00,1342.49
9 - CHECKING,03/12/2012,Purchase: 99999999 KROGER FUEL #6810 TOLEDO OH Card: ****9706 03/10/2012,-70.00,0.00,1366.48
9 - CHECKING,03/11/2012,Purchase: KCO81001 KROGER 833 ALEXIS RD TOLEDO OH Card: ****9706 03/11/2012,-15.72,0.00,1436.48
9 - CHECKING,03/11/2012,Purchase: 06220080 TARGET T0622 TOLED Toledo OH Card: ****9706 03/11/2012,-12.27,0.00,1452.20
9 - CHECKING,03/11/2012,Purchase: KCO86408 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/11/2012,-22.80,0.00,1464.47
9 - CHECKING,03/10/2012,Purchase: 00000008 THE HOME DEPOT 3848 1035 W ALEXIS RD TOLEDO OH Card: ****9706 03/10/2012,-42.20,0.00,1487.27
9 - CHECKING,03/10/2012,Purchase: 00521928 RITE AID CORP. 5765 SECOR ROAD TOLEDO OH Card: ****9706 03/10/2012,-7.24,0.00,1529.47
9 - CHECKING,03/10/2012,Purchase: 00000001 WOOT.COM SERVICE@WOOT. TX Card: ****0544 03/09/2012,-34.97,0.00,1536.71
9 - CHECKING,03/07/2012,Purchase: 01102203 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****9706 03/07/2012,-42.69,0.00,1571.68
9 - CHECKING,03/07/2012,Purchase: 01102203 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****9706 03/07/2012,-193.84,0.00,1614.37
9 - CHECKING,03/07/2012,Purchase: KCO86405 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/07/2012,-100.88,0.00,1808.21
9 - CHECKING,03/07/2012,Purchase: 50300019 Wal-Mart Super Center 5030 WAL-SAMS TOLEDO OH Card: ****9706 03/07/2012,-29.39,0.00,1909.09
9 - CHECKING,03/07/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 03/07/2012,-22.24,0.00,1938.48
9 - CHECKING,03/07/2012,Withdrawal THE STUDENT LOAN-SLPAYMENTS ,-120.58,0.00,1960.72
9 - CHECKING,03/07/2012,Withdrawal MICHIGAN GAS-ONLINE PMT ,-126.00,0.00,2081.30
9 - CHECKING,03/06/2012,Purchase: KCO86486 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/06/2012,-4.21,0.00,2207.30
9 - CHECKING,03/06/2012,Withdrawal SALLIE MAE-SLMA DEBIT ,-57.92,0.00,2211.51
9 - CHECKING,03/06/2012,Purchase: 29283001 GODADDY.COM 480-5058855 AZ Card: ****0544 03/05/2012,-18.66,0.00,2269.43
9 - CHECKING,03/05/2012,Purchase: KCO86484 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/05/2012,-5.29,0.00,2288.09
9 - CHECKING,03/05/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 03/05/2012,-23.42,0.00,2293.38
9 - CHECKING,03/04/2012,Purchase: KCO86404 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/04/2012,-8.00,0.00,2316.80
9 - CHECKING,03/03/2012,Purchase: KCO86483 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 03/03/2012,-4.88,0.00,2324.80
9 - CHECKING,03/03/2012,Purchase: LK126636 TIFFANYS PIZZA CO LAMBERTVILLE MI Card: ****0544 03/02/2012,-14.82,0.00,2329.68
9 - CHECKING,03/02/2012,Purchase: 010 PIZZA HUT 316603166204 LAMBERTVILLE MI Card: ****0544 03/01/2012,-11.66,0.00,2344.50
9 - CHECKING,03/02/2012,Purchase: KCO86404 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 03/02/2012,-21.06,0.00,2356.16
9 - CHECKING,03/02/2012,Withdrawal PROG MARATHON-INS PREM ,-118.29,0.00,2377.22
9 - CHECKING,03/01/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 03/01/2012,-25.23,0.00,2495.51
9 - CHECKING,03/01/2012,Withdrawal WELLS FARGO DLR-FEE & PMTS ,-503.52,0.00,2520.74
9 - CHECKING,03/01/2012,Withdrawal LARSEN BILLING S-ACH ,-200.00,0.00,3024.26
9 - CHECKING,03/01/2012,Purchase: 99999999 Sweet Cheeks Modern Na SYLVANIA OH Card: ****9706 02/28/2012,-10.38,0.00,3224.26
9 - CHECKING,02/29/2012,Deposit Dividend APY 0.050% APYE 0.050% (02/01/2012 - 02/29/2012),0.07,0.00,3234.64
9 - CHECKING,02/29/2012,Purchase: 8291 LEARNING EXPRESS #11 SYLVANIA OH Card: ****9706 02/28/2012,-31.95,0.00,3234.57
9 - CHECKING,02/29/2012,Deposit SYSTEMS IN MOTIO-DIRECT DEP ********3013Z7U,2042.21,0.00,3266.52
9 - CHECKING,02/28/2012,Withdrawal Check # 1641 Trace: 91179146,-10.00,0.00,1224.31
9 - CHECKING,02/28/2012,Withdrawal Check # 1637 Trace: 91687966,-5.00,0.00,1234.31
9 - CHECKING,02/28/2012,Purchase: KCO86484 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 02/28/2012,-16.72,0.00,1239.31
9 - CHECKING,02/28/2012,Purchase: 99999999 MCDONALDS F13841 ANN ARBOR MI Card: ****0544 02/27/2012,-4.85,0.00,1256.03
9 - CHECKING,02/27/2012,Withdrawal Check # 1640 Trace: 90798574,-259.33,0.00,1260.88
9 - CHECKING,02/27/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 02/27/2012,-22.14,0.00,1520.21
9 - CHECKING,02/27/2012,Withdrawal AES-STDNT LOAN ,-52.47,0.00,1542.35
9 - CHECKING,02/27/2012,Purchase: 010 PIZZA HUT 316603166204 LAMBERTVILLE MI Card: ****0544 02/25/2012,-16.78,0.00,1594.82
9 - CHECKING,02/26/2012,Purchase: KCO86481 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 02/26/2012,-5.12,0.00,1611.60
9 - CHECKING,02/26/2012,Purchase: KCO86481 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 02/26/2012,-8.00,0.00,1616.72
9 - CHECKING,02/25/2012,Purchase: KCO51185 KROGER 4925 JACKMAN RD TOLEDO OH Card: ****0544 02/25/2012,-30.00,0.00,1624.72
9 - CHECKING,02/25/2012,Purchase: 99999999 RAVE CINEMAS 43606 TOLEDO OH Card: ****0544 02/24/2012,-11.75,0.00,1654.72
9 - CHECKING,02/25/2012,Purchase: 99999999 RAVE CINEMAS 43606 TOLEDO OH Card: ****0544 02/24/2012,-16.00,0.00,1666.47
9 - CHECKING,02/25/2012,Purchase: 99999999 LEWIS ANIMAL HOSPITAL TOLEDO OH Card: ****9706 02/24/2012,-157.00,0.00,1682.47
9 - CHECKING,02/24/2012,Purchase: 00000001 ULTA 3 5001 MONROE ST UNI TOLEDO OH Card: ****9706 02/24/2012,-1.68,0.00,1839.47
9 - CHECKING,02/24/2012,Purchase: 00175402 TOYS R US 5025 MONROE ST TOLEDO OH Card: ****9706 02/24/2012,-9.59,0.00,1841.15
9 - CHECKING,02/24/2012,Withdrawal Check # 1639 Trace: 90405012,-9.75,0.00,1850.74
9 - CHECKING,02/24/2012,Withdrawal Check # 1638 Trace: 90405010,-8.62,0.00,1860.49
9 - CHECKING,02/24/2012,Purchase: KCO95781 KROGER 4533 MONROE ST. TOLEDO OH Card: ****0544 02/24/2012,-10.63,0.00,1869.11
9 - CHECKING,02/24/2012,Purchase: 99999999 MCDONALDS F13841 ANN ARBOR MI Card: ****0544 02/23/2012,-4.85,0.00,1879.74
9 - CHECKING,02/23/2012,Purchase: KCO86403 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 02/23/2012,-16.40,0.00,1884.59
9 - CHECKING,02/23/2012,Purchase: 99999999 MCDONALDS F7010 ANN ARBOR MI Card: ****0544 02/22/2012,-3.79,0.00,1900.99
9 - CHECKING,02/23/2012,Deposit PAYPAL-TRANSFER 49KJ25MSJM9KQ,353.93,0.00,1904.78
9 - CHECKING,02/22/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 02/22/2012,-22.04,0.00,1550.85
9 - CHECKING,02/22/2012,Withdrawal CONSUMERS ENERGY-ENERGYBILL ,-189.00,0.00,1572.89
9 - CHECKING,02/22/2012,Withdrawal BP SOUTH CENTRAL-BILL PMT ,-104.38,0.00,1761.89
9 - CHECKING,02/22/2012,Purchase: 99999999 VIVINT RBS PROVO UT Card: ****0544 02/21/2012,-39.99,0.00,1866.27
9 - CHECKING,02/21/2012,Purchase: 99999999 NETFLIX.COM NETFLIX.COM CA Card: ****0544 02/21/2012,-7.99,0.00,1906.26
9 - CHECKING,02/21/2012,Purchase: 99999999 MCDONALDS F13841 ANN ARBOR MI Card: ****0544 02/20/2012,-3.79,0.00,1914.25
9 - CHECKING,02/21/2012,Transfer To ****3610-1 3,-1200.00,0.00,1918.04
9 - CHECKING,02/20/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 02/20/2012,-20.98,0.00,3118.04
9 - CHECKING,02/20/2012,Purchase: 0059 ATTM *188006145717 08003310500 TX Card: ****0544 02/18/2012,-142.01,0.00,3139.02
9 - CHECKING,02/18/2012,Purchase: 79202002 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****9706 02/18/2012,-72.53,0.00,3281.03
9 - CHECKING,02/18/2012,Purchase: 79202002 MEIJER INC 118 1500 E. ALEXIS RD TOLEDO OH Card: ****9706 02/18/2012,-42.27,0.00,3353.56
9 - CHECKING,02/18/2012,Purchase: 06220076 TARGET T0622 TOLED Toledo OH Card: ****9706 02/18/2012,-29.29,0.00,3395.83
9 - CHECKING,02/18/2012,Purchase: LK126636 TIFFANYS PIZZA CO LAMBERTVILLE MI Card: ****0544 02/17/2012,-22.23,0.00,3425.12
9 - CHECKING,02/17/2012,Purchase: KCO86405 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 02/17/2012,-144.56,0.00,3447.35
9 - CHECKING,02/17/2012,Purchase: KCO81081 KROGER 833 ALEXIS RD TOLEDO OH Card: ****9706 02/17/2012,-5.89,0.00,3591.91
9 - CHECKING,02/17/2012,Purchase: KCO81065 KROGER 833 ALEXIS RD TOLEDO OH Card: ****9706 02/17/2012,-20.00,0.00,3597.80
9 - CHECKING,02/17/2012,Purchase: 06220076 TARGET T0622 TOLED Toledo OH Card: ****9706 02/17/2012,-5.72,0.00,3617.80
9 - CHECKING,02/17/2012,Purchase: 5480 MSFT *XBOX LIVE 08003865550 WA Card: ****0544 02/16/2012,-9.99,0.00,3623.52
9 - CHECKING,02/15/2012,Purchase: 010 PIZZA HUT 316603166204 LAMBERTVILLE MI Card: ****0544 02/14/2012,-10.60,0.00,3633.51
9 - CHECKING,02/15/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 02/15/2012,-21.84,0.00,3644.11
9 - CHECKING,02/15/2012,Withdrawal AES-STDNT LOAN ,-138.36,0.00,3665.95
9 - CHECKING,02/15/2012,Deposit SYSTEMS IN MOTIO-DIRECT DEP ********9039Z7U,1990.38,0.00,3804.31
9 - CHECKING,02/15/2012,Deposit SYSTEMS IN MOTIO-DIRECT DEP ********9040Z7U,1439.20,0.00,1813.93
9 - CHECKING,02/14/2012,Purchase: 99999999 APL*APPLE ITUNES STORE 866-712-7753 CA Card: ****0544 02/14/2012,-1.05,0.00,374.73
9 - CHECKING,02/14/2012,Purchase: KCO86405 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 02/14/2012,-41.79,0.00,375.78
9 - CHECKING,02/14/2012,Withdrawal Check # 1636 Trace: 92873854,-1150.00,0.00,417.57
9 - CHECKING,02/14/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 02/14/2012,-58.28,0.00,1567.57
9 - CHECKING,02/13/2012,Purchase: 001 CROSSROADS COMMUNITY C OTTAWA LAKE MI Card: ****0544 02/12/2012,-2.25,0.00,1625.85
9 - CHECKING,02/13/2012,Purchase: KCO86485 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****9706 02/13/2012,-11.46,0.00,1628.10
9 - CHECKING,02/13/2012,Purchase: W1080427 WALGREENS 7420 SECOR RD LAMBERTVILLE MI Card: ****9706 02/13/2012,-0.72,0.00,1639.56
9 - CHECKING,02/12/2012,Purchase: KCO86481 KROGER 3462 W.STERNS RD. LAMBERTVILLE MI Card: ****0544 02/12/2012,-8.00,0.00,1640.28
9 - CHECKING,02/11/2012,Purchase: 9732 HOMEOWNERS INSURANCE P 08665389094 MA Card: ****0544 02/10/2012,-188.85,0.00,1648.28
9 - CHECKING,02/10/2012,Purchase: 30409097 USPS 255240014 8213 SECOR LAMBERTVILLE MI Card: ****9706 02/10/2012,-37.96,0.00,1837.13
9 - CHECKING,02/10/2012,Purchase: 30409098 USPS 255240014 8213 SECOR LAMBERTVILLE MI Card: ****9706 02/10/2012,-3.49,0.00,1875.09
9 - CHECKING,02/10/2012,Deposit HALF.COM-PAYMENTS 1243A9040A53,11.14,0.00,1878.58
9 - CHECKING,02/08/2012,Transfer From ****3610-1 3 ~covers rent check until payday~,1150.00,0.00,1867.44
9 - CHECKING,02/08/2012,Purchase: 30409097 USPS 255240014 8213 SECOR LAMBERTVILLE MI Card: ****9706 02/08/2012,-11.19,0.00,717.44
9 - CHECKING,02/08/2012,Purchase: 30409097 USPS 255240014 8213 SECOR LAMBERTVILLE MI Card: ****9706 02/08/2012,-3.49,0.00,728.63
9 - CHECKING,02/08/2012,Purchase: 99999999 MCDONALDS F13841 ANN ARBOR MI Card: ****0544 02/07/2012,-2.73,0.00,732.12
9 - CHECKING,02/07/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 02/07/2012,-22.37,0.00,734.85
9 - CHECKING,02/07/2012,Withdrawal THE STUDENT LOAN-SLPAYMENTS ,-120.58,0.00,757.22
9 - CHECKING,02/07/2012,Withdrawal MICHIGAN GAS-ONLINE PMT ,-137.53,0.00,877.80
9 - CHECKING,02/07/2012,Purchase: 097 USPS 38827201227802206 TOLEDO OH Card: ****9706 02/06/2012,-12.10,0.00,1015.33
9 - CHECKING,02/06/2012,Deposit ,161.88,0.00,1027.43
9 - CHECKING,02/06/2012,Withdrawal SALLIE MAE-SLMA DEBIT ,-57.92,0.00,865.55
9 - CHECKING,02/04/2012,Purchase: 00000057 THE HOME DEPOT 3848 1035 W ALEXIS RD TOLEDO OH Card: ****0544 02/04/2012,-37.54,0.00,923.47
9 - CHECKING,02/03/2012,Purchase: 098 USPS 25524001430409056 LAMBERTVILLE MI Card: ****9706 02/02/2012,-11.99,0.00,961.01
9 - CHECKING,02/02/2012,Purchase: KC686400 KROGER 7405 SECOR RD LAMBERTVILLE MI Card: ****0544 02/02/2012,-21.09,0.00,973.00
9 - CHECKING,02/02/2012,Withdrawal PROG MARATHON-INS PREM ,-118.68,0.00,994.09
9 - CHECKING,02/01/2012,Withdrawal ,-156.00,0.00,1112.77
9 - CHECKING,02/01/2012,Withdrawal LARSEN BILLING S-ACH ,-200.00,0.00,1268.77
9 - CHECKING,02/01/2012,Deposit HEARTLAND EMPLOY-DIR DEP *****6180,992.49,0.00,1468.77
